,Name,Online_Order,Book_Table,Rating,Votes,Location,Rest_Type,Dish_Liked,Cuisines,Approx_Cost,Type
12550,Mudpipe Cafe,Yes,No,4.2,740,Cunningham Road,Cafe,"Sandwiches, Lemonade, Nachos, Mozzarella Sticks, Fries, Pasta, Pizza","Cafe, Continental, Italian, Burger",750,Delivery
12551,Keventers,Yes,No,3.8,54,Commercial Street,"Beverage Shop, Dessert Parlor","Thick Shakes, Chocolate Hazelnut Shake, Oreo Shake","Desserts, Beverages, Ice Cream",400,NA
12553,Caferia,Yes,No,3.3,4,Frazer Town,Quick Bites,NA,"Fast Food, Street Food",200,Delivery
12557,Sweet Chariot,Yes,No,3.8,111,Cunningham Road,Dessert Parlor,"Chicken Lasagne, Chocolate Cake, Mushroom Quiche, Sandwiches, Pizza, Steak","Bakery, Fast Food",500,Delivery
12562,Crazy Pizza,Yes,No,0,0,Brigade Road,"Food Court, Quick Bites",NA,"Pizza, Fast Food",400,Delivery
12576,Hatti Kaapi,Yes,No,3.9,54,Brigade Road,Quick Bites,"Filter Coffee, Samosa, Tea, Hot Coffee","South Indian, Beverages",200,Delivery
12578,Subway,Yes,No,3.3,69,Brigade Road,Quick Bites,NA,"Healthy Food, Fast Food",500,Delivery
12581,NH7 Refuel,Yes,No,3.4,19,Ulsoor,Quick Bites,NA,"North Indian, Chinese, Biryani",400,Delivery
12588,Shanthi Sagar,Yes,No,4.1,205,Ulsoor,Quick Bites,"Coffee, Roti, Vada Pav","South Indian, North Indian, Chinese, Juices",250,NA
12590,Kanti Sweets,Yes,No,3.6,20,Cunningham Road,"Dessert Parlor, Quick Bites",NA,"Mithai, Street Food",400,Delivery
12592,Oregano Pizzeria,Yes,No,3.5,60,Frazer Town,Quick Bites,"Pizza, Pasta, Burgers, Lasagne, Masala Garlic Bread","Italian, Pizza",300,Delivery
12594,Drunken Monkey,Yes,No,4,122,Church Street,"Beverage Shop, Quick Bites","Sandwiches, Chicken Sandwich, Oreo Shake, Irish Coffee Cream","Beverages, Fast Food",400,Delivery
12596,Vietnamese Kitchen,Yes,Yes,4.1,525,Indiranagar,Casual Dining,"Pho, Pad Thai, Jasmine Tea, Spring Roll, Chocolate Shake, Thai Green Curry, Momos","Chinese, Vietnamese, Momos, Thai",800,Delivery
12597,Shalimar,Yes,No,4,154,Indiranagar,Casual Dining,"Sea Food, Murgh Ghee Roast, Masala Peanuts, Beer, Roti","North Indian, Chinese, Seafood",700,Delivery
12598,Mangalore pearl - Seafood Restaurant,Yes,No,4.3,1379,Frazer Town,Casual Dining,"Sea Food, Neer Dosa, Fish, Caramel Pudding, Curry Crab, Bombil Fry, Masala Prawn","Mangalorean, Seafood",700,Delivery
12606,Bheema's,Yes,No,4,781,Church Street,Casual Dining,"Thali, Mutton Biryani, Mutton Fry, Chilli Chicken, Chicken Biryani, Andhra Meal, Vegetable Biryani",Andhra,650,Delivery
12622,Gelato Italiano,Yes,No,2.9,17,Ulsoor,Dessert Parlor,NA,"Ice Cream, Bakery, Desserts",200,Delivery
12626,Chung's Chinese Corner,Yes,No,2.7,283,Indiranagar,Casual Dining,"Chicken Noodle, Rice Noodles, Dragon Rolls, American Chopsuey, Fried Rice Chicken, Chowmein, Clear Chicken Soup",Chinese,700,Delivery
12635,Vinny's,Yes,No,3.9,205,Brigade Road,Casual Dining,"Pizza, Pasta, Mozzarella Sticks, Mocktails, Tiramisu, Fries, Salad","Pizza, Italian, Continental, Desserts",800,Delivery
12638,Smoor,Yes,No,4.1,63,MG Road,Dessert Parlor,"Cup Cake, Pasta, Sandwich, Fries",Desserts,900,Delivery
12639,Suryawanshi,Yes,No,4.2,447,Indiranagar,Casual Dining,"Thali, Misal Pav, Pandhra Rassa, Roti, Chicken Kolhapuri, Tamda Rassa, Kadhi","Seafood, Maharashtrian",700,Delivery
12640,Chai Point,No,No,3.8,148,Cunningham Road,"Beverage Shop, Quick Bites","Banana Cake, Samosa, Poha, Maggi, Masala Chai, Sandwiches, Ginger Lemon Tea","Tea, Beverages, Fast Food",250,Delivery
12641,Zaks Mediterranean Cuisine,Yes,No,3.9,255,Frazer Town,Casual Dining,"Biryani, Shawarma, Kunafa, Pita Bread, Fattoush Salad","Mediterranean, Arabian, Lebanese",700,NA
12643,Tayabbs,Yes,No,3,9,Frazer Town,Quick Bites,NA,"Rolls, North Indian, Fast Food",500,Delivery
12653,Mad Over Biryani,Yes,No,2.9,17,Church Street,Quick Bites,NA,"North Indian, Biryani",600,Delivery
12657,The Belgian Waffle Co.,Yes,No,3.7,73,Residency Road,Dessert Parlor,Waffles,"Desserts, Beverages",350,Delivery
12664,Mudaliar's Kitchen,Yes,No,0,0,Frazer Town,Delivery,NA,South Indian,500,Delivery
12665,Happy Belly Bakes,Yes,No,4.2,116,MG Road,"Cafe, Bakery","Hot Chocolate, Waffles, Brownie, Chicken Pizza, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500,Delivery
12666,Urban Solace - Caffor the Soul,Yes,No,3.9,462,Ulsoor,"Cafe, Casual Dining","Chocolate Shake, Wine, Burgers, Sangria, Paratha, Pasta, Fish","Cafe, American, Continental, Steak",800,Delivery
12668,Foody's,Yes,No,3.8,169,Shanti Nagar,Quick Bites,"Coffee, Paratha, Chaat, Masala Dosa, Dahipuri, Pav Bhaji, Tea","North Indian, South Indian",250,Delivery
12670,Swathi Deluxe Restaurant,Yes,No,3,74,Shanti Nagar,Casual Dining,"Biryani, Chicken Kebab, Andhra Meal, Lime Soda",North Indian,500,Delivery
12672,Sri Krishna Sweets,Yes,No,3.8,33,Indiranagar,Sweet Shop,NA,Mithai,250,Delivery
12673,Fullyfilled,Yes,No,4,48,Indiranagar,Quick Bites,"Momos, Shawarma, Chicken Shawarama","Sandwich, Fast Food, Momos",200,Delivery
12674,The Yogisthaan Cafe,Yes,No,4.2,1207,Indiranagar,Cafe,"Salads, Sandwich, Pasta, Tea, Hot Chocolate, Paella, Banana Smoothie","Cafe, Healthy Food, Salad, Beverages",600,Delivery
12677,Al Swaad Take Away,Yes,No,3.1,13,Richmond Road,Quick Bites,NA,"North Indian, South Indian, Arabian",350,Delivery
12681,Nagarjuna,No,No,4.3,1772,Residency Road,Casual Dining,"Mutton Biryani, Chicken Biryani, Hyderabadi Biryani, Andhra Biryani, Mutton Keema Balls, Thali, Raita","Andhra, Biryani",800,Delivery
12682,Hyderabad Biryaani House,No,No,4.3,1352,Richmond Road,Casual Dining,"Hyderabadi Biryani, Haleem, Chicken Biryani, Andhra Biryani, Mutton Biryani, Ghee Rice, Butter Chicken","Biryani, North Indian, Chinese",550,Delivery
12689,Samrat Restaurant,No,No,4.1,484,Race Course Road,Casual Dining,"Masala Dosa, Aloo Palya, Biryani, Vada Sambar, Badam Halwa, Filter Coffee, Idli","South Indian, North Indian",600,Delivery
12690,Art of Delight,No,No,4.4,1899,Residency Road,Dessert Parlor,"Waffles, Chocolate Sundae, Mango Ice Cream, Nutella Cheesecake, Salsa, Banana Split, Hot Chocolate Fudge","Ice Cream, Desserts, Beverages",400,Delivery
12693,Khazana Food Paradise,No,No,4.1,358,Richmond Road,Quick Bites,"Beef Biryani, Chicken Biryani, Chicken Kebab, Mutton Biryani, Beef Kabab, Paratha, Ghee Rice","North Indian, Biryani",400,Delivery
12694,Cafe Kaara,No,No,4.2,164,Ulsoor,Cafe,"Coffee, Cappuccino, Sandwich, Tiramisu, Hot Chocolate, Pasta, Fries","Cafe, Salad, Desserts, Pizza",750,Delivery
12695,CAMP TANDOOR,Yes,No,3.7,15,Ulsoor,Quick Bites,NA,North Indian,300,Delivery
12696,Pashto,No,No,4.1,768,Residency Road,Casual Dining,"Biryani, Kulfi Faluda, Peshawari Paneer, Dal Tadka, Yakhni Shorba, Tandoori Roti, Phirni","North Indian, Mughlai, Afghan",800,Delivery
12697,Lakeview Milkbar,No,No,4,1445,MG Road,"Dessert Parlor, Cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Brownie, Hot Chocolate Fudge, Vanilla Ice Cream, Burgers","Desserts, Cafe, Fast Food",500,Delivery
12698,Juice Junction,Yes,No,4,101,St. Marks Road,Quick Bites,"Sandwiches, Fruit Bowl, Panipuri, Corn Sandwich, Palak Paneer, Arabian Grape Juice, Cheesy Grilled Sandwich","Juices, Fast Food",150,Delivery
12699,Raidan Restaurant,No,No,3.9,169,Frazer Town,Casual Dining,"Shawarma, Al Faham Chicken","Arabian, Chinese, Fast Food",600,Delivery
12704,Nandhini Deluxe,No,No,3.6,196,Frazer Town,Casual Dining,"Rice, Chilli Chicken, Chicken Guntur, Chicken Biryani, Andhra Meal, Lemon Chicken",North Indian,600,NA
12710,New Prashanth Naati Style,No,No,3.8,29,Cunningham Road,Quick Bites,NA,"South Indian, Biryani",400,Delivery
12713,Little Chef,No,No,4,102,Richmond Road,Casual Dining,"Dragon Chicken, Hunan Chicken",Chinese,550,Delivery
12716,Aroma Of Asia,No,No,3.9,49,Frazer Town,Quick Bites,"Veg Momos, Honey Chilli Potatoes","Fast Food, Momos",400,Delivery
12718,Rolls On Wheels,No,No,3.7,61,Cunningham Road,Quick Bites,"Rolls, Momos, Paneer Roll, Veggie Roll","Fast Food, Rolls, Momos",200,Delivery
12719,Grand Spicy Restaurant,No,No,3.6,34,Cunningham Road,Casual Dining,NA,"North Indian, Mughlai, Chinese",700,Delivery
12720,Sidewalk Cafe - Nahar's Heritage Hotel,No,No,3.9,136,St. Marks Road,Casual Dining,"Pizza, Pasta, Waffles, Sandwich, Apple Pie, Sandwiches, Burgers","Italian, Fast Food",800,NA
12722,Haji Ali Juice Centre,No,No,3.8,22,MG Road,"Beverage Shop, Quick Bites",NA,"Beverages, Cafe, Juices, Fast Food",350,Delivery
12723,Lickity Garden,Yes,No,3.2,4,Frazer Town,Casual Dining,NA,"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak",750,Delivery
12728,China Hut,No,No,3.8,56,Frazer Town,Kiosk,"Chinese Bhel, Noodles, Butter Garlic Momos",Chinese,500,Delivery
12730,Canopy,No,No,3,108,MG Road,Casual Dining,Gulab Jamun,"North Indian, Continental, Chinese",800,Delivery
12740,Bombay Kulfis,No,No,0,0,Ulsoor,Dessert Parlor,NA,Ice Cream,200,Delivery
12744,Gundappa Donne Biryani,No,No,3.7,161,St. Marks Road,Quick Bites,"Mutton Biryani, Chilli Chicken, Pepper Chicken, Chicken Fry, Donne Chicken Biryani, Chicken Guntur, Chicken Kebab",Biryani,300,Delivery
12746,Shanthi Sagar Deluxe,No,No,2.7,52,Frazer Town,Casual Dining,"Masala Dosa, Coffee","South Indian, North Indian, Fast Food",500,Delivery
12753,Hotel Green Tara,No,No,3.9,40,Brigade Road,Casual Dining,Momos,"Chinese, Tibetan, Momos",500,Delivery
12760,The Sugar Therapy,No,No,3.8,26,Richmond Road,"Dessert Parlor, Bakery",NA,"Desserts, Bakery",500,Delivery
12780,Spicy Restaurant,No,No,3,25,Vasanth Nagar,Quick Bites,NA,"North Indian, Chinese",400,Delivery
12782,Kinara Tiffany,No,No,3.6,15,Vasanth Nagar,Quick Bites,NA,South Indian,100,Delivery
12783,Painted Platters,No,No,3.9,38,Ulsoor,Bakery,NA,"Bakery, Desserts",300,Delivery
12785,Little Paramount Restaurants,No,No,3.6,32,Vasanth Nagar,Quick Bites,NA,"Mughlai, North Indian",400,Delivery
12786,Goli Vada Pav NO.1,No,No,3.4,7,MG Road,Quick Bites,NA,Street Food,200,Delivery
12787,Baskin Robbins,No,No,3.1,17,Vasanth Nagar,Dessert Parlor,NA,"Ice Cream, Desserts",250,Delivery
12791,MACHALI,No,No,0,0,Frazer Town,Casual Dining,NA,Mangalorean,550,Delivery
12792,Chocolate Philosophy,No,No,0,0,Lavelle Road,Dessert Parlor,NA,Desserts,500,Delivery
12799,The Chocolate Garden,No,No,0,0,Frazer Town,Delivery,NA,Desserts,200,Delivery
12800,Natural Ice Cream,No,No,4.2,220,St. Marks Road,Dessert Parlor,"Mango Ice Cream, Tender Coconut Ice Cream, Chips, Chocochip Ice Cream, Waffle Cone","Ice Cream, Desserts",150,Delivery
12820,Coastal Creek,No,No,3.3,13,Vasanth Nagar,Casual Dining,NA,"North Indian, Continental, South Indian",600,Delivery
12824,Best Biryani,No,No,0,0,Ulsoor,Quick Bites,NA,"Biryani, North Indian",300,Delivery
12825,Arham's Resto,No,No,0,0,Vasanth Nagar,Quick Bites,NA,"Chinese, North Indian, Fast Food",250,Delivery
12827,Kerala Food,No,No,0,0,Vasanth Nagar,Quick Bites,NA,"South Indian, Chinese, North Indian",200,Delivery
12829,Prawn Crunch,No,No,0,0,Richmond Road,Delivery,NA,"Seafood, Fast Food",400,Delivery
12833,Ahmed's,No,No,0,0,Vasanth Nagar,Quick Bites,NA,"Kebab, Biryani",200,Delivery
12851,Khan Saheb Grills and Rolls,Yes,No,3.9,185,Commercial Street,Quick Bites,"Rolls, Mutton Seekh Roll, Malai Tikka, Chicken Tikka Roll, Mutton Baida Roti, Reshmi Tikka Roll, Beda Roti","Fast Food, Rolls",350,Delivery
12857,Fabcafe,Yes,Yes,4.1,55,MG Road,Cafe,NA,"Cafe, Healthy Food",800,Delivery
12859,Cafe Coffee Day,Yes,No,2.9,55,Lavelle Road,Cafe,"Coffee, Chicken Sandwich, Brownie, Hot Chocolate, Cappuccino, Corn Sandwich","Cafe, Fast Food",650,Delivery
12860,AL - Khair,Yes,No,0,0,Frazer Town,Quick Bites,NA,North Indian,400,Delivery
12865,Rawal Jalebi,Yes,No,3.5,9,Commercial Street,Dessert Parlor,NA,Desserts,100,Delivery
12868,Rotti Mane,Yes,No,3.6,21,Indiranagar,Quick Bites,NA,South Indian,200,Delivery
12872,Ooty Chocolates,Yes,No,3.5,17,Residency Road,Dessert Parlor,NA,Desserts,300,Delivery
12875,Sunny Side Bistro,Yes,No,3.8,362,Frazer Town,Cafe,"English Breakfast, Waffles, Chicken Sandwich, Pancakes, Pork Sausage, Eggs Benedict, Hot Chocolate","Cafe, Continental",700,Delivery
12876,BOX8- Desi Meals,Yes,No,4.3,291,Residency Road,"Takeaway, Delivery","Dal Makhani, Chicken Curry, Sandwiches, Paratha, Butter Chicken","North Indian, Mughlai, Fast Food",500,Delivery
12882,Bon Sante,Yes,No,3.6,104,Brigade Road,Cafe,"Burgers, Sandwiches, Fries, Pasta, Tea, Chicken Curry, Fried Rice","Cafe, Continental, Italian",800,Delivery
12884,Kadamba Foodline,Yes,No,3.7,30,Ulsoor,Quick Bites,NA,"Chinese, North Indian, South Indian, Street Food",400,Delivery
12888,Utse Kitchen,Yes,No,4.2,174,Commercial Street,Casual Dining,"Momos, Thukpa, Noodles, Nepali Thali, Chicken Momo, Chilli Momo","Nepalese, Tibetan, Momos",800,Delivery
12889,Chung Wah,Yes,No,3.9,194,Frazer Town,Casual Dining,"Noodles, Rolls, Mala Chicken, Momos, Chop Suey","Chinese, Thai, Momos, Vietnamese",800,Delivery
12902,Ganesh Food Joint,Yes,No,3.7,30,Frazer Town,Quick Bites,NA,"South Indian, North Indian, Chinese",200,Delivery
12905,Platter,Yes,No,2.9,25,Residency Road,Quick Bites,NA,"Street Food, Juices",300,Delivery
12907,A2B - Adyar Ananda Bhavan,Yes,No,2.9,22,Ulsoor,Casual Dining,NA,"South Indian, North Indian, Chinese, Street Food, Fast Food",400,Delivery
12908,Atty's Bakery,Yes,No,4,73,Frazer Town,Bakery,"Gooey Brownie, Brownie Chocolate, Chocolate Ganache, Garlic Bread, Salted Caramel Brownie, Plum Cake, Chocolate Cake",Bakery,250,Delivery
12909,Tasty King,Yes,No,3.4,8,RT Nagar,Quick Bites,NA,"South Indian, North Indian, Chinese",400,Delivery
12910,The Chola,No,No,0,0,Frazer Town,Quick Bites,NA,"Biryani, Chinese, Fast Food, Kebab",200,Delivery
12912,Ramji Chaiwale,Yes,No,3.7,43,Ulsoor,Quick Bites,NA,"Beverages, Fast Food",250,Delivery
12916,Hotel Nisarga Grand,Yes,No,3.6,31,City Market,Casual Dining,NA,"South Indian, North Indian, Chinese",500,Delivery
12917,Shree Sadguru Refreshment,No,No,3.2,4,Ulsoor,Quick Bites,NA,"South Indian, Chinese",400,Delivery
12918,Oye Amritsar,Yes,Yes,4.1,452,Church Street,Casual Dining,"Lassi, Aloo Paratha, Jalebi, Palak Paneer, Cheese Naan",North Indian,600,Delivery
